Year,Country,GDP per capita (current US$),"Life expectancy at birth, total (years)","Population, total",Country Code,Region,Income Group,Lending Type
2010,Equatorial Guinea,14905.5145764646,57.878,1094524.0,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD
2011,Equatorial Guinea,18659.4160247571,58.412,1144588.0,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD
2012,Equatorial Guinea,18756.4250273225,58.865,1193636.0,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD
2013,Equatorial Guinea,17644.5943045414,59.224,1243941.0,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD
2014,Equatorial Guinea,16804.9249271976,59.595,1295183.0,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD
2015,Equatorial Guinea,9788.98380398528,60.103,1346973.0,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD
2016,Equatorial Guinea,8035.30766558427,60.479,1398927.0,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD
2017,Equatorial Guinea,8410.39798030589,60.821,1450694.0,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD
2018,Equatorial Guinea,8719.18686965483,61.191,1502091.0,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD
2019,Equatorial Guinea,7317.39002392662,61.644,1553031.0,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD
2020,Equatorial Guinea,6198.94252378655,60.708,1596049.0,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD
2021,Equatorial Guinea,7406.08497479348,60.594,1634466.0,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD
2022,Equatorial Guinea,7182.26538205027,,1674908.0,GNQ,Sub-Saharan Africa ,Upper middle income,IBRD
2004,Eritrea,401.374525156058,59.899,2763140.0,ERI,Sub-Saharan Africa ,Low income,IDA
2005,Eritrea,387.898540350192,60.597,2831732.0,ERI,Sub-Saharan Africa ,Low income,IDA
2006,Eritrea,420.528739757639,61.611,2880093.0,ERI,Sub-Saharan Africa ,Low income,IDA
2007,Eritrea,450.409713679088,62.116,2926168.0,ERI,Sub-Saharan Africa ,Low income,IDA
2008,Eritrea,459.178402670323,62.573,3005779.0,ERI,Sub-Saharan Africa ,Low income,IDA
2009,Eritrea,602.063223832873,63.328,3083888.0,ERI,Sub-Saharan Africa ,Low income,IDA
2010,Eritrea,504.972460176652,63.787,3147727.0,ERI,Sub-Saharan Africa ,Low income,IDA
2011,Eritrea,643.790042311239,64.402,3207570.0,ERI,Sub-Saharan Africa ,Low income,IDA
2012,Eritrea,,64.838,3252596.0,ERI,Sub-Saharan Africa ,Low income,IDA
2013,Eritrea,,65.067,3296367.0,ERI,Sub-Saharan Africa ,Low income,IDA
2014,Eritrea,,65.6,3323425.0,ERI,Sub-Saharan Africa ,Low income,IDA
2015,Eritrea,,66.033,3340006.0,ERI,Sub-Saharan Africa ,Low income,IDA
2016,Eritrea,,66.289,3365287.0,ERI,Sub-Saharan Africa ,Low income,IDA
2017,Eritrea,,66.577,3396933.0,ERI,Sub-Saharan Africa ,Low income,IDA
2018,Eritrea,,67.067,3445374.0,ERI,Sub-Saharan Africa ,Low income,IDA
2019,Eritrea,,67.3,3498818.0,ERI,Sub-Saharan Africa ,Low income,IDA
2020,Eritrea,,67.133,3555868.0,ERI,Sub-Saharan Africa ,Low income,IDA
2021,Eritrea,,66.536,3620312.0,ERI,Sub-Saharan Africa ,Low income,IDA
2022,Eritrea,,,3684032.0,ERI,Sub-Saharan Africa ,Low income,IDA
2004,Estonia,8914.10355674451,71.909756097561,1362550.0,EST,Europe & Central Asia,High income,Not classified
2005,Estonia,10412.6443137966,72.5682926829268,1354775.0,EST,Europe & Central Asia,High income,Not classified
2006,Estonia,12639.4000677296,72.6914634146341,1346810.0,EST,Europe & Central Asia,High income,Not classified
2007,Estonia,16744.5844516343,72.8146341463415,1340680.0,EST,Europe & Central Asia,High income,Not classified
2008,Estonia,18204.9664786762,73.7707317073171,1337090.0,EST,Europe & Central Asia,High income,Not classified
2009,Estonia,14711.7352728223,74.8243902439024,1334515.0,EST,Europe & Central Asia,High income,Not classified
2010,Estonia,14663.0446126465,75.4292682926829,1331475.0,EST,Europe & Central Asia,High income,Not classified
2011,Estonia,17487.8047830922,76.2292682926829,1327439.0,EST,Europe & Central Asia,High income,Not classified
2012,Estonia,17403.2053254767,76.3268292682927,1322696.0,EST,Europe & Central Asia,High income,Not classified
2013,Estonia,19056.0019226989,77.1414634146341,1317997.0,EST,Europe & Central Asia,High income,Not classified
2014,Estonia,20261.0667303886,77.0341463414634,1314545.0,EST,Europe & Central Asia,High income,Not classified
2015,Estonia,17402.0376128079,77.590243902439,1315407.0,EST,Europe & Central Asia,High income,Not classified
2016,Estonia,18295.3429322114,77.6414634146342,1315790.0,EST,Europe & Central Asia,High income,Not classified
2017,Estonia,20437.765376736,78.0926829268293,1317384.0,EST,Europe & Central Asia,High income,Not classified
2018,Estonia,23165.8494786437,78.2439024390244,1321977.0,EST,Europe & Central Asia,High income,Not classified
2019,Estonia,23424.4847073518,78.6463414634147,1326898.0,EST,Europe & Central Asia,High income,Not classified
2020,Estonia,23595.2436836441,78.5951219512195,1329522.0,EST,Europe & Central Asia,High income,Not classified
2021,Estonia,27943.701219882,76.7414634146342,1330932.0,EST,Europe & Central Asia,High income,Not classified
2022,Estonia,28247.095992497,,1348840.0,EST,Europe & Central Asia,High income,Not classified
2004,Eswatini,2599.15214954166,42.538,1065764.0,SWZ,Sub-Saharan Africa ,Lower middle income,IBRD
2005,Eswatini,2964.97248651359,42.125,1071886.0,SWZ,Sub-Saharan Africa ,Lower middle income,IBRD
2006,Eswatini,3053.93257078305,43.12,1077735.0,SWZ,Sub-Saharan Africa ,Lower middle income,IBRD
2007,Eswatini,3200.51257139291,43.641,1084008.0,SWZ,Sub-Saharan Africa ,Lower middle income,IBRD
2008,Eswatini,3022.45617748042,44.175,1089870.0,SWZ,Sub-Saharan Africa ,Lower middle income,IBRD
2009,Eswatini,3270.1377612043,44.639,1094886.0,SWZ,Sub-Saharan Africa ,Lower middle income,IBRD
2010,Eswatini,4035.53448063299,46.619,1099920.0,SWZ,Sub-Saharan Africa ,Lower middle income,IBRD
2011,Eswatini,4360.95996745324,48.195,1105371.0,SWZ,Sub-Saharan Africa ,Lower middle income,IBRD
2012,Eswatini,4396.57912043588,49.835,1111444.0,SWZ,Sub-Saharan Africa ,Lower middle income,IBRD
2013,Eswatini,4111.12838248065,51.486,1118319.0,SWZ,Sub-Saharan Africa ,Lower middle income,IBRD
2014,Eswatini,3928.5227551684,53.05,1125865.0,SWZ,Sub-Saharan Africa ,Lower middle income,IBRD
2015,Eswatini,3583.31129031343,55.019,1133936.0,SWZ,Sub-Saharan Africa ,Lower middle income,IBRD
2016,Eswatini,3339.99040122187,56.659,1142524.0,SWZ,Sub-Saharan Africa ,Lower middle income,IBRD
2017,Eswatini,3824.04678338499,57.895,1151390.0,SWZ,Sub-Saharan Africa ,Lower middle income,IBRD
2018,Eswatini,4021.4455564534,59.411,1160428.0,SWZ,Sub-Saharan Africa ,Lower middle income,IBRD
2019,Eswatini,3818.54048403065,60.549,1169613.0,SWZ,Sub-Saharan Africa ,Lower middle income,IBRD
2020,Eswatini,3372.90461019719,59.692,1180655.0,SWZ,Sub-Saharan Africa ,Lower middle income,IBRD
2021,Eswatini,4068.57381550966,57.066,1192271.0,SWZ,Sub-Saharan Africa ,Lower middle income,IBRD
2022,Eswatini,3986.88663743798,,1201670.0,SWZ,Sub-Saharan Africa ,Lower middle income,IBRD
2004,Ethiopia,134.542486332684,53.235,75301026.0,ETH,Sub-Saharan Africa ,Low income,IDA
2005,Ethiopia,160.076791772058,54.008,77469940.0,ETH,Sub-Saharan Africa ,Low income,IDA
2006,Ethiopia,191.75129245508,55.149,79691050.0,ETH,Sub-Saharan Africa ,Low income,IDA
2007,Ethiopia,240.347971955032,56.426,81996185.0,ETH,Sub-Saharan Africa ,Low income,IDA
2008,Ethiopia,320.861089711683,57.592,84357105.0,ETH,Sub-Saharan Africa ,Low income,IDA
2009,Ethiopia,373.893958712145,58.804,86755585.0,ETH,Sub-Saharan Africa ,Low income,IDA
2010,Ethiopia,335.438495270931,59.73,89237791.0,ETH,Sub-Saharan Africa ,Low income,IDA
2011,Ethiopia,348.001348291465,60.721,91817929.0,ETH,Sub-Saharan Africa ,Low income,IDA
2012,Ethiopia,458.550920793057,61.543,94451280.0,ETH,Sub-Saharan Africa ,Low income,IDA
2013,Ethiopia,490.792478420391,62.373,97084366.0,ETH,Sub-Saharan Africa ,Low income,IDA
2014,Ethiopia,557.534148360438,62.905,99746766.0,ETH,Sub-Saharan Africa ,Low income,IDA
2015,Ethiopia,630.312619383054,63.649,102471895.0,ETH,Sub-Saharan Africa ,Low income,IDA
2016,Ethiopia,705.617508543589,64.392,105293228.0,ETH,Sub-Saharan Africa ,Low income,IDA
2017,Ethiopia,755.752644348666,64.838,108197950.0,ETH,Sub-Saharan Africa ,Low income,IDA
2018,Ethiopia,758.29769449458,65.412,111129438.0,ETH,Sub-Saharan Africa ,Low income,IDA
2019,Ethiopia,840.449601255171,65.838,114120594.0,ETH,Sub-Saharan Africa ,Low income,IDA
2020,Ethiopia,918.652594077418,65.371,117190911.0,ETH,Sub-Saharan Africa ,Low income,IDA
2021,Ethiopia,925.00069759158,64.975,120283026.0,ETH,Sub-Saharan Africa ,Low income,IDA
2022,Ethiopia,1027.58591095964,,123379924.0,ETH,Sub-Saharan Africa ,Low income,IDA
2004,Faroe Islands,35940.9608625712,79.0926829268293,47989.0,FRO,Europe & Central Asia,High income,Not classified
2005,Faroe Islands,36440.3221972404,79.290243902439,48291.0,FRO,Europe & Central Asia,High income,Not classified
2006,Faroe Islands,41762.6898536453,79.6390243902439,48313.0,FRO,Europe & Central Asia,High income,Not classified
2007,Faroe Islands,48365.735061209,79.9878048780488,48361.0,FRO,Europe & Central Asia,High income,Not classified
2008,Faroe Islands,51431.9730976048,80.0853658536585,48411.0,FRO,Europe & Central Asia,High income,Not classified
2009,Faroe Islands,47410.9556269077,80.3853658536585,48429.0,FRO,Europe & Central Asia,High income,Not classified
2010,Faroe Islands,48167.6675141519,80.6365853658537,48410.0,FRO,Europe & Central Asia,High income,Not classified
2011,Faroe Islands,51786.480991824,80.9390243902439,48386.0,FRO,Europe & Central Asia,High income,Not classified
2012,Faroe Islands,50157.0587890212,81.190243902439,48392.0,FRO,Europe & Central Asia,High income,Not classified
2013,Faroe Islands,55560.1330274996,81.4414634146341,48418.0,FRO,Europe & Central Asia,High income,Not classified
2014,Faroe Islands,60126.1256426858,81.5926829268293,48465.0,FRO,Europe & Central Asia,High income,Not classified
2015,Faroe Islands,52726.6873782078,81.7926829268293,48816.0,FRO,Europe & Central Asia,High income,Not classified
2016,Faroe Islands,56833.9165410522,82.0439024390244,49500.0,FRO,Europe & Central Asia,High income,Not classified
2017,Faroe Islands,59328.2376643374,82.3439024390244,50230.0,FRO,Europe & Central Asia,High income,Not classified
2018,Faroe Islands,62576.8016380509,82.5951219512195,50955.0,FRO,Europe & Central Asia,High income,Not classified
2019,Faroe Islands,63203.7447848956,82.9463414634147,51681.0,FRO,Europe & Central Asia,High income,Not classified
2020,Faroe Islands,62234.9686802048,83.1975609756098,52415.0,FRO,Europe & Central Asia,High income,Not classified
2021,Faroe Islands,69108.2065823035,83.4975609756098,52889.0,FRO,Europe & Central Asia,High income,Not classified
2022,Faroe Islands,66979.2773224808,,53090.0,FRO,Europe & Central Asia,High income,Not classified
2004,Fiji,3124.60738926325,66.424,866694.0,FJI,East Asia & Pacific,Upper middle income,Blend
2005,Fiji,3406.47559239037,66.632,874923.0,FJI,East Asia & Pacific,Upper middle income,Blend
2006,Fiji,3483.59718493626,66.855,883083.0,FJI,East Asia & Pacific,Upper middle income,Blend
2007,Fiji,3793.09738500959,66.826,890648.0,FJI,East Asia & Pacific,Upper middle income,Blend
2008,Fiji,3928.92173857964,66.935,896731.0,FJI,East Asia & Pacific,Upper middle income,Blend
2009,Fiji,3184.68912291481,67.089,901383.0,FJI,East Asia & Pacific,Upper middle income,Blend
2010,Fiji,3469.14964254878,67.328,905169.0,FJI,East Asia & Pacific,Upper middle income,Blend
2011,Fiji,4160.72119311815,67.523,908355.0,FJI,East Asia & Pacific,Upper middle income,Blend
2012,Fiji,4359.79240035309,67.552,911059.0,FJI,East Asia & Pacific,Upper middle income,Blend
2013,Fiji,4586.95521117587,67.428,913453.0,FJI,East Asia & Pacific,Upper middle income,Blend
2014,Fiji,5305.06443160892,67.376,915560.0,FJI,East Asia & Pacific,Upper middle income,Blend
2015,Fiji,5105.18961191892,66.844,917200.0,FJI,East Asia & Pacific,Upper middle income,Blend
2016,Fiji,5368.43349186431,67.24,918371.0,FJI,East Asia & Pacific,Upper middle income,Blend
2017,Fiji,5825.19966514413,67.79,919019.0,FJI,East Asia & Pacific,Upper middle income,Blend
2018,Fiji,6073.39457942347,67.81,918996.0,FJI,East Asia & Pacific,Upper middle income,Blend
2019,Fiji,5927.72420758285,67.893,918465.0,FJI,East Asia & Pacific,Upper middle income,Blend
2020,Fiji,4815.6891481254,67.924,920422.0,FJI,East Asia & Pacific,Upper middle income,Blend
2021,Fiji,4656.05134145,67.114,924610.0,FJI,East Asia & Pacific,Upper middle income,Blend
2022,Fiji,5356.16439621614,,929766.0,FJI,East Asia & Pacific,Upper middle income,Blend
2004,Finland,37772.1781110398,78.7146341463415,5228172.0,FIN,Europe & Central Asia,High income,Not classified
2005,Finland,39054.8504423825,78.8170731707317,5246096.0,FIN,Europe & Central Asia,High income,Not classified
2006,Finland,41222.6020004611,79.2146341463415,5266268.0,FIN,Europe & Central Asia,High income,Not classified
2007,Finland,48476.3927287052,79.2634146341464,5288720.0,FIN,Europe & Central Asia,High income,Not classified
2008,Finland,53772.7942390019,79.5682926829268,5313399.0,FIN,Europe & Central Asia,High income,Not classified
2009,Finland,47481.4845364339,79.719512195122,5338871.0,FIN,Europe & Central Asia,High income,Not classified
2010,Finland,46505.3031791811,79.8707317073171,5363352.0,FIN,Europe & Central Asia,High income,Not classified
2011,Finland,51148.9316365833,80.4707317073171,5388272.0,FIN,Europe & Central Asia,High income,Not classified
2012,Finland,47708.0612784469,80.6268292682927,5413971.0,FIN,Europe & Central Asia,High income,Not classified
2013,Finland,49892.2233632732,80.9756097560976,5438972.0,FIN,Europe & Central Asia,High income,Not classified
2014,Finland,50327.2402902632,81.1804878048781,5461512.0,FIN,Europe & Central Asia,High income,Not classified
2015,Finland,42801.9081167285,81.4804878048781,5479531.0,FIN,Europe & Central Asia,High income,Not classified
2016,Finland,43814.0265056965,81.4292682926829,5495303.0,FIN,Europe & Central Asia,High income,Not classified
2017,Finland,46412.1364777169,81.6317073170732,5508214.0,FIN,Europe & Central Asia,High income,Not classified
2018,Finland,49987.6261584968,81.7341463414634,5515525.0,FIN,Europe & Central Asia,High income,Not classified
2019,Finland,48629.8582283032,81.9829268292683,5521606.0,FIN,Europe & Central Asia,High income,Not classified
2020,Finland,49169.7193388499,81.9317073170732,5529543.0,FIN,Europe & Central Asia,High income,Not classified
2021,Finland,53559.9776765847,81.9341463414634,5541017.0,FIN,Europe & Central Asia,High income,Not classified
2022,Finland,50916.2804653208,,5556106.0,FIN,Europe & Central Asia,High income,Not classified
2004,France,33797.1624418436,80.1634146341463,62716306.0,FRA,Europe & Central Asia,High income,Not classified
2005,France,34768.1759037525,80.1634146341463,63188395.0,FRA,Europe & Central Asia,High income,Not classified
2006,France,36470.2128399313,80.8121951219512,63628261.0,FRA,Europe & Central Asia,High income,Not classified
2007,France,41557.6235648179,81.1121951219512,64021737.0,FRA,Europe & Central Asia,High income,Not classified
2008,France,45515.9617533473,81.2146341463415,64379696.0,FRA,Europe & Central Asia,High income,Not classified
2009,France,41737.7635518137,81.4146341463415,64710879.0,FRA,Europe & Central Asia,High income,Not classified
2010,France,40676.0647913181,81.6634146341463,65030575.0,FRA,Europe & Central Asia,High income,Not classified
2011,France,43846.4660764798,82.1146341463415,65345233.0,FRA,Europe & Central Asia,High income,Not classified
2012,France,40870.8523645734,81.9682926829268,65662240.0,FRA,Europe & Central Asia,High income,Not classified
2013,France,42602.7179652667,82.219512195122,66002289.0,FRA,Europe & Central Asia,High income,Not classified
2014,France,43068.5487241739,82.719512195122,66312067.0,FRA,Europe & Central Asia,High income,Not classified
2015,France,36652.9223052178,82.3219512195122,66548272.0,FRA,Europe & Central Asia,High income,Not classified
2016,France,37062.5335723829,82.5731707317073,66724104.0,FRA,Europe & Central Asia,High income,Not classified
2017,France,38781.0494870836,82.5756097560976,66918020.0,FRA,Europe & Central Asia,High income,Not classified
2018,France,41557.8548588876,82.6756097560976,67158348.0,FRA,Europe & Central Asia,High income,Not classified
2019,France,40494.8982936276,82.8268292682927,67388001.0,FRA,Europe & Central Asia,High income,Not classified
2020,France,39179.7442596057,82.1756097560976,67571107.0,FRA,Europe & Central Asia,High income,Not classified
2021,France,43671.3084099631,82.3243902439024,67764304.0,FRA,Europe & Central Asia,High income,Not classified
2022,France,40886.2532680273,,67971311.0,FRA,Europe & Central Asia,High income,Not classified
2004,French Polynesia,20829.0657125084,79.696,267132.0,PYF,East Asia & Pacific,High income,Not classified
2005,French Polynesia,21047.1929998618,79.736,271060.0,PYF,East Asia & Pacific,High income,Not classified
2006,French Polynesia,21382.2357125753,79.842,274901.0,PYF,East Asia & Pacific,High income,Not classified
2007,French Polynesia,23837.8175326459,80.02,278178.0,PYF,East Asia & Pacific,High income,Not classified
2008,French Polynesia,25437.6685817517,80.301,280558.0,PYF,East Asia & Pacific,High income,Not classified
2009,French Polynesia,23326.0875573006,80.665,282283.0,PYF,East Asia & Pacific,High income,Not classified
2010,French Polynesia,21447.8582553167,81.039,283788.0,PYF,East Asia & Pacific,High income,Not classified
2011,French Polynesia,21747.9888416729,81.429,285265.0,PYF,East Asia & Pacific,High income,Not classified
2012,French Polynesia,19864.5356998373,81.759,286584.0,PYF,East Asia & Pacific,High income,Not classified
2013,French Polynesia,20941.5173404574,82.017,288032.0,PYF,East Asia & Pacific,High income,Not classified
2014,French Polynesia,21223.0754876891,82.214,289873.0,PYF,East Asia & Pacific,High income,Not classified
2015,French Polynesia,18252.5142032094,82.354,291787.0,PYF,East Asia & Pacific,High income,Not classified
